Date,GBP to EUR,BTC to GBP
2020-02-21,1.1937999725341797,7473.53515625
2020-02-22,0.0,7455.58935546875
2020-02-23,0.0,7661.9541015625
2020-02-24,1.1948699951171875,7466.24365234375
2020-02-25,1.1912000179290771,7184.44384765625
2020-02-26,1.195039987564087,6834.669921875
2020-02-27,1.1855100393295288,6815.49365234375
2020-02-28,1.171910047531128,6763.99462890625
2020-02-29,0.0,6707.1005859375
2020-03-01,0.0,6699.615234375
2020-03-02,1.158750057220459,6946.9296875
2020-03-03,1.1455299854278564,6854.798828125
2020-03-04,1.1469199657440186,6801.72265625
2020-03-05,1.1552000045776367,7010.43896484375
2020-03-06,1.1537200212478638,6991.33642578125
2020-03-07,0.0,6828.07177734375
2020-03-08,0.0,6191.5361328125
2020-03-09,1.149999976158142,6061.294921875
2020-03-10,1.1468900442123413,6127.224609375
2020-03-11,1.1404600143432617,6172.64013671875
2020-03-12,1.1381200551986694,3954.907958984375
2020-03-13,1.1233899593353271,4534.39892578125
2020-03-14,0.0,4238.27783203125
2020-03-15,0.0,4351.603515625
2020-03-16,1.1112300157546997,4087.799072265625
2020-03-17,1.0986000299453735,4311.25927734375
2020-03-18,1.1002399921417236,4506.921875
2020-03-19,1.0603300333023071,5390.021484375
2020-03-20,1.078089952468872,5320.8388671875
2020-03-21,0.0,5309.0693359375
2020-03-22,0.0,5017.38330078125
2020-03-23,1.0864900350570679,5535.162109375
2020-03-24,1.0768400430679321,5712.0361328125
2020-03-25,1.0913699865341187,5641.162109375
2020-03-26,1.088070034980774,5505.1640625
2020-03-27,1.1038800477981567,5194.5361328125
2020-03-28,0.0,5011.794921875
2020-03-29,0.0,4756.294921875
2020-03-30,1.1176799535751343,5199.8583984375
2020-03-31,1.1214100122451782,5189.779296875
2020-04-01,1.125,5335.962890625
2020-04-02,1.1302599906921387,5482.28515625
2020-04-03,1.1424000263214111,5489.02392578125
2020-04-04,0.0,5598.3740234375
2020-04-05,0.0,5558.0029296875
2020-04-06,1.1304199695587158,5938.369140625
2020-04-07,1.1329699754714966,5815.24267578125
2020-04-08,1.1322599649429321,5918.46337890625
2020-04-09,1.1405999660491943,5863.46826171875
2020-04-10,1.1394599676132202,5514.89306640625
2020-04-11,0.0,5510.62841796875
2020-04-12,0.0,5594.81005859375
2020-04-13,1.1395599842071533,5465.35888671875
2020-04-14,1.1465500593185425,5419.5859375
2020-04-15,1.1491999626159668,5304.62158203125
2020-04-16,1.1480000019073486,5699.45703125
2020-04-17,1.1497999429702759,5672.63330078125
2020-04-18,0.0,5801.71923828125
2020-04-19,0.0,5757.72265625
2020-04-20,1.1488800048828125,5530.94091796875
2020-04-21,1.1450400352478027,5594.39111328125
2020-04-22,1.132599949836731,5776.08349609375
2020-04-23,1.1401100158691406,6015.18701171875
2020-04-24,1.1461000442504883,6106.67041015625
2020-04-25,0.0,6122.064453125
2020-04-26,0.0,6210.4091796875
2020-04-27,1.1426399946212769,6275.48974609375
2020-04-28,1.1474599838256836,6278.5927734375
2020-04-29,1.147779941558838,7057.03271484375
2020-04-30,1.1464799642562866,6882.84912109375
2020-05-01,1.149340033531189,7090.6787109375
2020-05-02,0.0,7189.7265625
2020-05-03,0.0,7145.55712890625
2020-05-04,1.1362199783325195,7161.51416015625
2020-05-05,1.1410000324249268,7236.20849609375
2020-05-06,1.1477999687194824,7520.29345703125
2020-05-07,1.1411399841308594,8039.83203125
2020-05-08,1.1418800354003906,7933.79931640625
2020-05-09,0.0,7733.275390625
2020-05-10,0.0,7052.6484375
2020-05-11,1.1450999975204468,6976.056640625
2020-05-12,1.1406999826431274,7185.36962890625
2020-05-13,1.1296299695968628,7573.68212890625
2020-05-14,1.131019949913025,7957.521484375
2020-05-15,1.1318000555038452,7706.900390625
2020-05-16,0.0,7747.23291015625
2020-05-17,0.0,8002.923828125
2020-05-18,1.1168999671936035,7973.97265625
2020-05-19,1.117609977722168,7938.505859375
2020-05-20,1.121500015258789,7781.7421875
2020-05-21,1.1143300533294678,7430.39794921875
2020-05-22,1.1160000562667847,7547.7021484375
2020-05-23,0.0,7569.65673828125
2020-05-24,0.0,7213.3232421875
2020-05-25,1.1169999837875366,7300.26611328125
2020-05-26,1.1191999912261963,7163.75244140625
2020-05-27,1.1230000257492065,7485.384765625
2020-05-28,1.1131399869918823,7731.43310546875
2020-05-29,1.1119799613952637,7647.04052734375
2020-05-30,0.0,7858.72265625
2020-05-31,0.0,7663.03173828125
2020-06-01,1.1104300022125244,8143.91064453125
2020-06-02,1.122189998626709,7575.53662109375
2020-06-03,1.1245299577713013,7679.8330078125
2020-06-04,1.11899995803833,7772.14013671875
2020-06-05,1.1120799779891968,7631.3828125
2020-06-06,0.0,7622.02392578125
2020-06-07,0.0,7666.06640625
2020-06-08,1.124079942703247,7671.55712890625
2020-06-09,1.1263600587844849,7705.3564453125
2020-06-10,1.121559977531433,7764.22119140625
2020-06-11,1.118190050125122,7412.53125
2020-06-12,1.1136000156402588,7557.7685546875
2020-06-13,0.0,7553.3310546875
2020-06-14,0.0,7504.8681640625
2020-06-15,1.1115700006484985,7478.4443359375
2020-06-16,1.1145199537277222,7578.77099609375
2020-06-17,1.1169300079345703,7553.1943359375
2020-06-18,1.1163400411605835,7574.0185546875
2020-06-19,1.1085100173950195,7521.36328125
2020-06-20,0.0,7557.2548828125
2020-06-21,0.0,7533.6142578125
2020-06-22,1.104580044746399,7718.50146484375
2020-06-23,1.108180046081543,7689.33056640625
2020-06-24,1.1070400476455688,7503.89208984375
2020-06-25,1.1031800508499146,7457.3779296875
2020-06-26,1.107200026512146,7428.38623046875
2020-06-27,0.0,7331.02685546875
2020-06-28,0.0,7408.21240234375
2020-06-29,1.0995700359344482,7466.61328125
2020-06-30,1.0944199562072754,7377.083984375
2020-07-01,1.1024999618530273,7403.7470703125
2020-07-02,1.1076899766921997,7318.05126953125
2020-07-03,1.1092000007629395,7279.5849609375
2020-07-04,0.0,7315.37841796875
2020-07-05,0.0,7273.4365234375
2020-07-06,1.1088000535964966,7503.361328125
2020-07-07,1.1044299602508545,7377.62744140625
2020-07-08,1.1122699975967407,7475.310546875
2020-07-09,1.1124199628829956,7360.5458984375
2020-07-10,1.1165800094604492,7350.89404296875
2020-07-11,0.0,7320.53515625
2020-07-12,0.0,7346.0693359375
2020-07-13,1.1163699626922607,7364.1376953125
2020-07-14,1.106220006942749,7354.68603515625
2020-07-15,1.101430058479309,7301.6962890625
2020-07-16,1.1028000116348267,7271.53662109375
2020-07-17,1.1026599407196045,7280.9208984375
2020-07-18,0.0,7288.6357421875
2020-07-19,0.0,7306.56396484375
2020-07-20,1.0985100269317627,7237.52490234375
2020-07-21,1.1050299406051636,7363.36474609375
2020-07-22,1.1036499738693237,7482.83984375
2020-07-23,1.1005100011825562,7526.966796875
2020-07-24,1.0977400541305542,7455.64697265625
2020-07-25,0.0,7565.267578125
2020-07-26,0.0,7739.798828125
2020-07-27,1.0978000164031982,8528.466796875
2020-07-28,1.0950900316238403,8443.9384765625
2020-07-29,1.1027499437332153,8550.224609375
2020-07-30,1.1016900539398193,8468.8232421875
2020-07-31,1.1048200130462646,8653.6083984375
2020-08-01,0.0,8986.833984375
2020-08-02,0.0,8439.3232421875
2020-08-03,1.1118600368499756,8598.7783203125
2020-08-04,1.111930012702942,8563.1396484375
2020-08-05,1.1074299812316895,8948.7529296875
2020-08-06,1.10548996925354,8966.6806640625
2020-08-07,1.1059999465942383,8890.01171875
2020-08-08,0.0,9006.9375
2020-08-09,0.0,8945.7060546875
2020-08-10,1.1076699495315552,9083.869140625
2020-08-11,1.1139899492263794,8742.4365234375
2020-08-12,1.1118899583816528,8880.0380859375
2020-08-13,1.1059000492095947,9016.7626953125
2020-08-14,1.1060099601745605,8993.1357421875
2020-08-15,0.0,9067.1259765625
2020-08-16,0.0,9074.328125
2020-08-17,1.10562002658844,9350.169921875
2020-08-18,1.1035300493240356,9047.0732421875
2020-08-19,1.1092000007629395,8969.0302734375
2020-08-20,1.1066999435424805,8984.978515625
2020-08-21,1.1136499643325806,8857.345703125
2020-08-22,0.0,8924.576171875
2020-08-23,0.0,8908.9111328125
2020-08-24,1.1097500324249268,9008.3779296875
2020-08-25,1.108139991760254,8642.1728515625
2020-08-26,1.1111799478530884,8691.41796875
2020-08-27,1.1162699460983276,8578.6845703125
2020-08-28,1.1167000532150269,8645.3896484375
2020-08-29,0.0,8618.69921875
2020-08-30,0.0,8767.8779296875
2020-08-31,1.1204999685287476,8740.88671875
2020-09-01,1.1193100214004517,8933.9150390625
2020-09-02,1.123710036277771,8551.0859375
2020-09-03,1.1266299486160278,7724.99462890625
2020-09-04,1.1200200319290161,7916.12109375
2020-09-05,0.0,7658.3857421875
2020-09-06,0.0,7761.79931640625
2020-09-07,1.1191500425338745,7879.1572265625
2020-09-08,1.1131000518798828,7813.60791015625
2020-09-09,1.1018699407577515,7879.3359375
2020-09-10,1.1009000539779663,8091.22802734375
2020-09-11,1.0830899477005005,8128.88671875
2020-09-12,0.0,8161.130859375
2020-09-13,0.0,8062.9150390625
2020-09-14,1.0813000202178955,8312.5859375
2020-09-15,1.0822999477386475,8382.482421875
2020-09-16,1.0872999429702759,8468.533203125
2020-09-17,1.0978200435638428,8437.904296875
2020-09-18,1.095039963722229,8473.341796875
2020-09-19,0.0,8589.287109375
2020-09-20,0.0,8457.646484375
2020-09-21,1.091629981994629,8161.37841796875
2020-09-22,1.089400053024292,8270.21484375
2020-09-23,1.0880999565124512,8059.03564453125
2020-09-24,1.090690016746521,8435.708984375
2020-09-25,1.0927000045776367,8389.7412109375
2020-09-26,0.0,8435.25390625
2020-09-27,0.0,8441.8095703125
2020-09-28,1.0970799922943115,8319.0009765625
2020-09-29,1.1021699905395508,8429.7021484375
2020-09-30,1.0953999757766724,8349.439453125
2020-10-01,1.1016199588775635,8241.0771484375
2020-10-02,1.0968999862670898,8175.9267578125
2020-10-03,0.0,8156.59326171875
2020-10-04,0.0,8252.228515625
2020-10-05,1.1031700372695923,8307.158203125
2020-10-06,1.1018400192260742,8230.8427734375
2020-10-07,1.0973999500274658,8260.0654296875
2020-10-08,1.0977400541305542,8435.8388671875
2020-10-09,1.09961998462677,8481.5703125
2020-10-10,0.0,8657.21484375
2020-10-11,0.0,8736.4599609375
2020-10-12,1.1027100086212158,8844.728515625
2020-10-13,1.1054999828338623,8833.4775390625
2020-10-14,1.1014900207519531,8783.7470703125
2020-10-15,1.1075999736785889,8909.470703125
2020-10-16,1.1019500494003296,8766.6513671875
2020-10-17,0.0,8794.509765625
2020-10-18,0.0,8883.814453125
2020-10-19,1.103350043296814,9068.8564453125
2020-10-20,1.1001800298690796,9197.611328125
2020-10-21,1.0947999954223633,9767.1884765625
2020-10-22,1.1076600551605225,9914.2783203125
2020-10-23,1.1067500114440918,9914.3525390625
2020-10-24,0.0,10047.958984375
2020-10-25,0.0,9983.3125
2020-10-26,1.1016199588775635,10046.0400390625
2020-10-27,1.1020499467849731,10478.1376953125
2020-10-28,1.1059000492095947,10217.2041015625
2020-10-29,1.1055400371551514,10391.8642578125
2020-10-30,1.107200026512146,10462.25
2020-10-31,0.0,10645.8046875
2020-11-01,0.0,10627.5224609375
2020-11-02,1.1102099418640137,10486.453125
2020-11-03,1.1098999977111816,10632.9609375
2020-11-04,1.1153099536895752,10900.6923828125
2020-11-05,1.1049599647521973,11857.21484375
2020-11-06,1.1117099523544312,11832.6689453125
2020-11-07,0.0,11273.994140625
2020-11-08,0.0,11744.765625
2020-11-09,1.1081500053405762,11644.44921875
2020-11-10,1.1136399507522583,11530.8701171875
2020-11-11,1.1219300031661987,11872.8037109375
2020-11-12,1.1224000453948975,12404.7060546875
2020-11-13,1.1115200519561768,12366.6630859375
2020-11-14,0.0,12177.4482421875
2020-11-15,0.0,12069.28515625
2020-11-16,1.1160000562667847,12643.1640625
2020-11-17,1.114740014076233,13310.546875
2020-11-18,1.117319941520691,13431.1640625
2020-11-19,1.1188199520111084,13449.533203125
2020-11-20,1.1163899898529053,14015.9091796875
2020-11-21,0.0,14031.654296875
2020-11-22,0.0,13808.4736328125
2020-11-23,1.1210999488830566,13780.234375
2020-11-24,1.124899983406067,14298.91796875
2020-11-25,1.1230499744415283,13997.5771484375
2020-11-26,1.1229000091552734,12843.0556640625
2020-11-27,1.121019959449768,12857.1689453125
2020-11-28,0.0,13314.849609375
2020-11-29,0.0,13635.2939453125
2020-11-30,0.0,0.0
